link,name,ingredients,eng_ingredients
https://www.kwestiasmaku.com//zielony_srodek/botwinka/zupa_botwinkowa_z_tymiankiem/przepis.html,Zupa botwinkowa z fetą i tymiankiem,świeży tymianek i koperek,fresh thyme and dill
https://www.kwestiasmaku.com//zielony_srodek/botwinka/zupa_botwinkowa_z_tymiankiem/przepis.html,Zupa botwinkowa z fetą i tymiankiem,1 łyżka masła,1 spoonful of butter
https://www.kwestiasmaku.com//zielony_srodek/botwinka/zupa_botwinkowa_z_tymiankiem/przepis.html,Zupa botwinkowa z fetą i tymiankiem,1 łyżka oliwy extra vergine,1 tablespoon extra vergine oil
https://www.kwestiasmaku.com//zielony_srodek/botwinka/zupa_botwinkowa_z_tymiankiem/przepis.html,Zupa botwinkowa z fetą i tymiankiem,"sól, pieprz, cukier, sok z cytryny","salt, pepper, sugar, lemon juice"
https://www.kwestiasmaku.com//zielony_srodek/botwinka/zupa_botwinkowa_z_tymiankiem/przepis.html,Zupa botwinkowa z fetą i tymiankiem,80 ml śmietanki kremowej 30%,80 ml cream 30% cream
https://www.kwestiasmaku.com//zielony_srodek/botwinka/zupa_botwinkowa_z_tymiankiem/przepis.html,Zupa botwinkowa z fetą i tymiankiem,1 łyżka mąki pszennej,1 spoonful of wheat flour
https://www.kwestiasmaku.com//zielony_srodek/botwinka/zupa_botwinkowa_z_tymiankiem/przepis.html,Zupa botwinkowa z fetą i tymiankiem,200 g sera feta,200 g feta cheese
https://www.kwestiasmaku.com//zielony_srodek/botwinka/zupa_botwinkowa_z_tymiankiem/przepis.html,Zupa botwinkowa z fetą i tymiankiem,młode ziemniaczki z koperkiem lub grzanki z chleba razowego,young potatoes with dill or toasted bread
https://www.kwestiasmaku.com//zielony_srodek/rabarbar/kruche_tartaletki_z_rabarbarem/przepis.html,Tartaletki z rabarbarem i płatkami migdałów,125 g sera białego,125 g white cheese
https://www.kwestiasmaku.com//zielony_srodek/rabarbar/kruche_tartaletki_z_rabarbarem/przepis.html,Tartaletki z rabarbarem i płatkami migdałów,125 g masła,125 g butter
https://www.kwestiasmaku.com//zielony_srodek/rabarbar/kruche_tartaletki_z_rabarbarem/przepis.html,Tartaletki z rabarbarem i płatkami migdałów,2 łyżki cukru,2 tablespoons sugar
https://www.kwestiasmaku.com//zielony_srodek/rabarbar/kruche_tartaletki_z_rabarbarem/przepis.html,Tartaletki z rabarbarem i płatkami migdałów,1 cukier wanilinowy,1 vanillin sugar
https://www.kwestiasmaku.com//zielony_srodek/rabarbar/kruche_tartaletki_z_rabarbarem/przepis.html,Tartaletki z rabarbarem i płatkami migdałów,150 g mąki pszennej,150 g wheat flour
https://www.kwestiasmaku.com//zielony_srodek/rabarbar/kruche_tartaletki_z_rabarbarem/przepis.html,Tartaletki z rabarbarem i płatkami migdałów,300 g rabarbaru,300 g rhubarb
https://www.kwestiasmaku.com//zielony_srodek/rabarbar/kruche_tartaletki_z_rabarbarem/przepis.html,Tartaletki z rabarbarem i płatkami migdałów,3 łyżki dżemu malinowego lub truskawkowej konfitury,3 tablespoons raspberry jam or strawberry jam
https://www.kwestiasmaku.com//zielony_srodek/rabarbar/kruche_tartaletki_z_rabarbarem/przepis.html,Tartaletki z rabarbarem i płatkami migdałów,żółtko,yolk
https://www.kwestiasmaku.com//zielony_srodek/rabarbar/kruche_tartaletki_z_rabarbarem/przepis.html,Tartaletki z rabarbarem i płatkami migdałów,płatki migdałów zrumienione na suchej patelni,almond flakes flushed in a dry pan
https://www.kwestiasmaku.com//zielony_srodek/rabarbar/kruche_tartaletki_z_rabarbarem/przepis.html,Tartaletki z rabarbarem i płatkami migdałów,cukier puder,Powder sugar
https://www.kwestiasmaku.com//zielony_srodek/rabarbar/kruche_tartaletki_z_rabarbarem/przepis.html,Tartaletki z rabarbarem i płatkami migdałów,"lukier śmietankowo - pomarańczowy (3 łyżki śmietanki kremówki, cukier puder, skórka starta z pomarańczy)","icing cream - orange (3 tablespoons cream, powder sugar, orange peel)"
https://www.kwestiasmaku.com//kuchnia_polska/dania_z_grilla/makaron_grillowany_losos_szparagi/przepis.html,Makaron udon z łososiem i szparagami,300 g filetu z łososia,300 g of salmon fillet
https://www.kwestiasmaku.com//kuchnia_polska/dania_z_grilla/makaron_grillowany_losos_szparagi/przepis.html,Makaron udon z łososiem i szparagami,mały pęczek zielonych szparagów,a small bunch of green asparagus
https://www.kwestiasmaku.com//kuchnia_polska/dania_z_grilla/makaron_grillowany_losos_szparagi/przepis.html,Makaron udon z łososiem i szparagami,4 małe dymki,4 small smokes
https://www.kwestiasmaku.com//kuchnia_polska/dania_z_grilla/makaron_grillowany_losos_szparagi/przepis.html,Makaron udon z łososiem i szparagami,3 łyżki oliwy,3 tablespoons of oil
https://www.kwestiasmaku.com//kuchnia_polska/dania_z_grilla/makaron_grillowany_losos_szparagi/przepis.html,Makaron udon z łososiem i szparagami,duża garść małych listków botwinki lub szpinaku,a large handful of small leaves of botanical or spinach
https://www.kwestiasmaku.com//kuchnia_polska/dania_z_grilla/makaron_grillowany_losos_szparagi/przepis.html,Makaron udon z łososiem i szparagami,170 g makaronu Udon*,170 g of Udon pasta*
https://www.kwestiasmaku.com//kuchnia_polska/dania_z_grilla/makaron_grillowany_losos_szparagi/przepis.html,Makaron udon z łososiem i szparagami,6 łyżek sosu sojowego,6 spoonfuls of soy sauce
https://www.kwestiasmaku.com//kuchnia_polska/dania_z_grilla/makaron_grillowany_losos_szparagi/przepis.html,Makaron udon z łososiem i szparagami,2 łyżki syropu klonowego (lub brązowego cukru),2 tablespoons maple syrup (or brown sugar)
https://www.kwestiasmaku.com//kuchnia_polska/dania_z_grilla/makaron_grillowany_losos_szparagi/przepis.html,Makaron udon z łososiem i szparagami,1 łyżka soku z limonki,1 spoonful of lime juice
https://www.kwestiasmaku.com//kuchnia_polska/dania_z_grilla/makaron_grillowany_losos_szparagi/przepis.html,Makaron udon z łososiem i szparagami,3 łyżeczki startego imbiru,3 teaspoons of battered ginger
https://www.kwestiasmaku.com//kuchnia_polska/dania_z_grilla/makaron_grillowany_losos_szparagi/przepis.html,Makaron udon z łososiem i szparagami,"1 ząbek czosnku, drobno starty","1 clove of garlic, finely cut"
https://www.kwestiasmaku.com//kuchnia_polska/dania_z_grilla/makaron_grillowany_losos_szparagi/przepis.html,Makaron udon z łososiem i szparagami,2 łyżki sezamu,2 tablespoons sesame
https://www.kwestiasmaku.com//kuchnia_polska/dania_z_grilla/makaron_grillowany_losos_szparagi/przepis.html,Makaron udon z łososiem i szparagami,2 łyżeczki oleju sezamowego,2 teaspoons sesame oil
https://www.kwestiasmaku.com//pasta/makaron_z_pesto_pietruszkowym/przepis.html,Spaghetti z pesto pietruszkowym,ok. 150 g spaghetti,approx. 150 g spaghetti
https://www.kwestiasmaku.com//pasta/makaron_z_pesto_pietruszkowym/przepis.html,Spaghetti z pesto pietruszkowym,pęczek natki pietruszki,parsley bunch
https://www.kwestiasmaku.com//pasta/makaron_z_pesto_pietruszkowym/przepis.html,Spaghetti z pesto pietruszkowym,25 g (3 - 4 łyżki) pestek dyni,25 g (3 - 4 tablespoons) pumpkin seed
https://www.kwestiasmaku.com//pasta/makaron_z_pesto_pietruszkowym/przepis.html,Spaghetti z pesto pietruszkowym,1/3 ząbka czosnku,1/3 garlic tooth
https://www.kwestiasmaku.com//pasta/makaron_z_pesto_pietruszkowym/przepis.html,Spaghetti z pesto pietruszkowym,10 g (około 2 łyżek) tartego Parmezanu (lub sera Bursztyn),10 g (approximately 2 tablespoons) of Parmesan grated (or amber cheese)
https://www.kwestiasmaku.com//pasta/makaron_z_pesto_pietruszkowym/przepis.html,Spaghetti z pesto pietruszkowym,75 ml (5 łyżek) oliwy extra vergine,75 ml (5 spoons) extra vergine oil
https://www.kwestiasmaku.com//pasta/makaron_z_pesto_pietruszkowym/przepis.html,Spaghetti z pesto pietruszkowym,1 łyżeczka octu balsamicznego,1 teaspoon balsamic vinegar
https://www.kwestiasmaku.com//pasta/makaron_z_pesto_pietruszkowym/przepis.html,Spaghetti z pesto pietruszkowym,1 łyżeczka skórki startej z cytryny,1 teaspoon lemon peel
https://www.kwestiasmaku.com//dania_dla_dwojga/sniadania/papryka_zapiekana_z_jajkiem/przepis.html,Papryki zapiekana z jajkiem i tymiankiem,2 czerwone papryki,2 red peppers
https://www.kwestiasmaku.com//dania_dla_dwojga/sniadania/papryka_zapiekana_z_jajkiem/przepis.html,Papryki zapiekana z jajkiem i tymiankiem,4 jajka,4 eggs
https://www.kwestiasmaku.com//dania_dla_dwojga/sniadania/papryka_zapiekana_z_jajkiem/przepis.html,Papryki zapiekana z jajkiem i tymiankiem,2 pełne łyżki masła,2 tablespoons full of butter
https://www.kwestiasmaku.com//dania_dla_dwojga/sniadania/papryka_zapiekana_z_jajkiem/przepis.html,Papryki zapiekana z jajkiem i tymiankiem,świeży tymianek,fresh thyme
https://www.kwestiasmaku.com//dania_dla_dwojga/sniadania/papryka_zapiekana_z_jajkiem/przepis.html,Papryki zapiekana z jajkiem i tymiankiem,sól morska i świeżo zmielony pieprz,sea salt and freshly ground pepper
https://www.kwestiasmaku.com//dania_dla_dwojga/sniadania/papryka_zapiekana_z_jajkiem/przepis.html,Papryki zapiekana z jajkiem i tymiankiem,pieczywo,bread
https://www.kwestiasmaku.com//dania_dla_dwojga/sniadania/papryka_zapiekana_z_jajkiem/przepis.html,Papryki zapiekana z jajkiem i tymiankiem,musztarda,mustard
https://www.kwestiasmaku.com//kuchnia_polska/wielkanoc/jajka_z_majonezem_bazyliowym/przepis.html,Jajka z majonezem bazyliowym i rzeżuchą,8 jajek,8 eggs
https://www.kwestiasmaku.com//kuchnia_polska/wielkanoc/jajka_z_majonezem_bazyliowym/przepis.html,Jajka z majonezem bazyliowym i rzeżuchą,rzeżucha,Carnival
https://www.kwestiasmaku.com//kuchnia_polska/wielkanoc/jajka_z_majonezem_bazyliowym/przepis.html,Jajka z majonezem bazyliowym i rzeżuchą,1 szklanka majonezu (domowego lub gotowego),1 glass of mayonnaise (home or ready)
https://www.kwestiasmaku.com//kuchnia_polska/wielkanoc/jajka_z_majonezem_bazyliowym/przepis.html,Jajka z majonezem bazyliowym i rzeżuchą,"1 pęczek (doniczka) bazylii, około 1 szklanki listków","1 basil pot, about 1 glass of leaves"
https://www.kwestiasmaku.com//zielony_srodek/marchewka/placki_marchewkowo_ziemniaczane/przepis.html,Placki ziemniaczano - marchewkowe,2 marchewki,2 carrots
https://www.kwestiasmaku.com//zielony_srodek/marchewka/placki_marchewkowo_ziemniaczane/przepis.html,Placki ziemniaczano - marchewkowe,2 średnie ziemniaki,2 medium potatoes
https://www.kwestiasmaku.com//zielony_srodek/marchewka/placki_marchewkowo_ziemniaczane/przepis.html,Placki ziemniaczano - marchewkowe,1 mała cebulka,1 small onion
https://www.kwestiasmaku.com//zielony_srodek/marchewka/placki_marchewkowo_ziemniaczane/przepis.html,Placki ziemniaczano - marchewkowe,1 czubata łyżka mąki ziemniaczanej,1 teaspoon of potato flour
https://www.kwestiasmaku.com//zielony_srodek/marchewka/placki_marchewkowo_ziemniaczane/przepis.html,Placki ziemniaczano - marchewkowe,1 jajko,1 egg
https://www.kwestiasmaku.com//zielony_srodek/marchewka/placki_marchewkowo_ziemniaczane/przepis.html,Placki ziemniaczano - marchewkowe,sól i świeżo zmielony pieprz (np. kolorowy),salt and freshly ground pepper (e.g. colour)
https://www.kwestiasmaku.com//zielony_srodek/marchewka/placki_marchewkowo_ziemniaczane/przepis.html,Placki ziemniaczano - marchewkowe,1/4 łyżeczki cynamonu,1/4 teaspoons of cinnamon
https://www.kwestiasmaku.com//zielony_srodek/marchewka/placki_marchewkowo_ziemniaczane/przepis.html,Placki ziemniaczano - marchewkowe,1/4 łyżeczki imbiru w proszku,1/4 teaspoon ginger powder
https://www.kwestiasmaku.com//zielony_srodek/marchewka/placki_marchewkowo_ziemniaczane/przepis.html,Placki ziemniaczano - marchewkowe,około 1/3 szklanki oleju roślinnego + 1 łyżka oliwy extra vergine,about 1/3 glass of vegetable oil + 1 spoon of extra vergine oil
https://www.kwestiasmaku.com//dania_dla_dwojga/tarty_tartaletki_quiche/tarta-z-ciasta-francuskiego-z-cebula/przepis.html,Tarta z karmelizowaną cebulą i wędzonymi szprotkami,275 g mrożonego ciasta francuskiego*,275 g frozen French pie*
https://www.kwestiasmaku.com//dania_dla_dwojga/tarty_tartaletki_quiche/tarta-z-ciasta-francuskiego-z-cebula/przepis.html,Tarta z karmelizowaną cebulą i wędzonymi szprotkami,2 średnie cebule**,2 medium onions**
https://www.kwestiasmaku.com//dania_dla_dwojga/tarty_tartaletki_quiche/tarta-z-ciasta-francuskiego-z-cebula/przepis.html,Tarta z karmelizowaną cebulą i wędzonymi szprotkami,2 łyżki oleju,2 tablespoons oil
https://www.kwestiasmaku.com//dania_dla_dwojga/tarty_tartaletki_quiche/tarta-z-ciasta-francuskiego-z-cebula/przepis.html,Tarta z karmelizowaną cebulą i wędzonymi szprotkami,1 łyżka miodu,1 spoonful of honey
https://www.kwestiasmaku.com//dania_dla_dwojga/tarty_tartaletki_quiche/tarta-z-ciasta-francuskiego-z-cebula/przepis.html,Tarta z karmelizowaną cebulą i wędzonymi szprotkami,1 łyżka soku z cytryny,1 spoonful of lemon juice
https://www.kwestiasmaku.com//dania_dla_dwojga/tarty_tartaletki_quiche/tarta-z-ciasta-francuskiego-z-cebula/przepis.html,Tarta z karmelizowaną cebulą i wędzonymi szprotkami,świeży tymianek (1 łyżka świeżych listków + do dekoracji lub 1 łyżeczka suszonego),fresh thyme (1 teaspoon fresh leaves + for decoration or 1 teaspoon dried)
https://www.kwestiasmaku.com//dania_dla_dwojga/tarty_tartaletki_quiche/tarta-z-ciasta-francuskiego-z-cebula/przepis.html,Tarta z karmelizowaną cebulą i wędzonymi szprotkami,kubek (200 g) śmietany 18%,cup (200 g) cream 18%
https://www.kwestiasmaku.com//dania_dla_dwojga/tarty_tartaletki_quiche/tarta-z-ciasta-francuskiego-z-cebula/przepis.html,Tarta z karmelizowaną cebulą i wędzonymi szprotkami,"tarta gałka muszkatołowa (1/4 łyżeczki), sól morska, świeżo zmielony czarny pieprz","nutmeg grate (1/4 teaspoons), sea salt, freshly ground black pepper"
https://www.kwestiasmaku.com//dania_dla_dwojga/tarty_tartaletki_quiche/tarta-z-ciasta-francuskiego-z-cebula/przepis.html,Tarta z karmelizowaną cebulą i wędzonymi szprotkami,10 - 12 wędzonych szprotek,10 - 12 smoked raspberries
https://www.kwestiasmaku.com//dania_dla_dwojga/tarty_tartaletki_quiche/tarta-z-ciasta-francuskiego-z-cebula/przepis.html,Tarta z karmelizowaną cebulą i wędzonymi szprotkami,roztrzepane jajko do posmarowania brzegów tarty,smeared egg to grease the edges of the tart
https://www.kwestiasmaku.com//zielony_srodek/szpinak/tarta_ze_szpinakiem_gruszka/przepis.html,"Tarta krucha ze szpinakiem, ricottą i gruszką gotowaną w syropie",1 cała porcja ciasta kruchego z tego przepisu,1 whole portion of brittle dough from this recipe
https://www.kwestiasmaku.com//zielony_srodek/szpinak/tarta_ze_szpinakiem_gruszka/przepis.html,"Tarta krucha ze szpinakiem, ricottą i gruszką gotowaną w syropie",1 i 1/2 gruszki,1 and 1/2 pears
https://www.kwestiasmaku.com//zielony_srodek/szpinak/tarta_ze_szpinakiem_gruszka/przepis.html,"Tarta krucha ze szpinakiem, ricottą i gruszką gotowaną w syropie",sok z 1/2 cytryny,1/2 lemon juice
https://www.kwestiasmaku.com//zielony_srodek/szpinak/tarta_ze_szpinakiem_gruszka/przepis.html,"Tarta krucha ze szpinakiem, ricottą i gruszką gotowaną w syropie",1/3 szklanki cukru,1/3 cups of sugar
https://www.kwestiasmaku.com//zielony_srodek/szpinak/tarta_ze_szpinakiem_gruszka/przepis.html,"Tarta krucha ze szpinakiem, ricottą i gruszką gotowaną w syropie",250 g świeżego szpinaku,250 g fresh spinach
https://www.kwestiasmaku.com//zielony_srodek/szpinak/tarta_ze_szpinakiem_gruszka/przepis.html,"Tarta krucha ze szpinakiem, ricottą i gruszką gotowaną w syropie",2 łyżki masła,2 tablespoons butter
https://www.kwestiasmaku.com//zielony_srodek/szpinak/tarta_ze_szpinakiem_gruszka/przepis.html,"Tarta krucha ze szpinakiem, ricottą i gruszką gotowaną w syropie",szczypta gałki muszkatołowej,a pinch of nutmeg
https://www.kwestiasmaku.com//zielony_srodek/szpinak/tarta_ze_szpinakiem_gruszka/przepis.html,"Tarta krucha ze szpinakiem, ricottą i gruszką gotowaną w syropie",250 g ricotty,250 g ricotta
https://www.kwestiasmaku.com//zielony_srodek/szpinak/tarta_ze_szpinakiem_gruszka/przepis.html,"Tarta krucha ze szpinakiem, ricottą i gruszką gotowaną w syropie",2 jajka,2 eggs
https://www.kwestiasmaku.com//zielony_srodek/szpinak/tarta_ze_szpinakiem_gruszka/przepis.html,"Tarta krucha ze szpinakiem, ricottą i gruszką gotowaną w syropie",1/4 szklanki śmietanki 30%,1/4 cup cream 30%
https://www.kwestiasmaku.com//zielony_srodek/szpinak/tarta_ze_szpinakiem_gruszka/przepis.html,"Tarta krucha ze szpinakiem, ricottą i gruszką gotowaną w syropie","sałatka z roszponki, pomidorków koktajlowych, kolendry, orzeszków pinii i winegretu","Raspberry salad, cocktail tomatoes, coriander, pine nuts and winegret"
https://www.kwestiasmaku.com//zielony_srodek/ciecierzyca/losos_z_pasta_z_ciecierzycy/przepis.html,Łosoś w sezamie i oleju sezamowym z hummusem,250 g ugotowanej ciecierzycy*,250 g cooked chickpea*
https://www.kwestiasmaku.com//zielony_srodek/ciecierzyca/losos_z_pasta_z_ciecierzycy/przepis.html,Łosoś w sezamie i oleju sezamowym z hummusem,1/2 ząbka czosnku,1/2 garlic tooth
https://www.kwestiasmaku.com//zielony_srodek/ciecierzyca/losos_z_pasta_z_ciecierzycy/przepis.html,Łosoś w sezamie i oleju sezamowym z hummusem,1 łyżka soku z cytryny,1 spoonful of lemon juice
https://www.kwestiasmaku.com//zielony_srodek/ciecierzyca/losos_z_pasta_z_ciecierzycy/przepis.html,Łosoś w sezamie i oleju sezamowym z hummusem,2 łyżki oleju sezamowego,2 tablespoons sesame oil
https://www.kwestiasmaku.com//zielony_srodek/ciecierzyca/losos_z_pasta_z_ciecierzycy/przepis.html,Łosoś w sezamie i oleju sezamowym z hummusem,"4 łyżki tahini (opcjonalnie, w tym przepisie można pominąć)","4 tablespoons tahini (optional, including recipe can be omitted)"
https://www.kwestiasmaku.com//zielony_srodek/ciecierzyca/losos_z_pasta_z_ciecierzycy/przepis.html,Łosoś w sezamie i oleju sezamowym z hummusem,"2 kawałki filetu z łososia, każdy po około 150 g","2 pieces of salmon fillet, each after about 150 g"
https://www.kwestiasmaku.com//zielony_srodek/ciecierzyca/losos_z_pasta_z_ciecierzycy/przepis.html,Łosoś w sezamie i oleju sezamowym z hummusem,1 łyżka oleju sezamowego,1 spoon of sesame oil
https://www.kwestiasmaku.com//zielony_srodek/ciecierzyca/losos_z_pasta_z_ciecierzycy/przepis.html,Łosoś w sezamie i oleju sezamowym z hummusem,3 łyżki sezamu,3 tablespoons sesame
https://www.kwestiasmaku.com//zielony_srodek/ciecierzyca/losos_z_pasta_z_ciecierzycy/przepis.html,Łosoś w sezamie i oleju sezamowym z hummusem,1 łyżka oliwy extra vergine,1 tablespoon extra vergine oil
https://www.kwestiasmaku.com//zielony_srodek/ciecierzyca/losos_z_pasta_z_ciecierzycy/przepis.html,Łosoś w sezamie i oleju sezamowym z hummusem,2 łyżki oliwy extra vergine,2 tablespoons extra vergine oil
https://www.kwestiasmaku.com//zielony_srodek/ciecierzyca/losos_z_pasta_z_ciecierzycy/przepis.html,Łosoś w sezamie i oleju sezamowym z hummusem,1 łyżka soku z cytryny,1 spoonful of lemon juice
https://www.kwestiasmaku.com//zielony_srodek/ciecierzyca/losos_z_pasta_z_ciecierzycy/przepis.html,Łosoś w sezamie i oleju sezamowym z hummusem,1/2 łyżeczki startej skórki z cytryny,1/2 teaspoon of lemon peel smashed
https://www.kwestiasmaku.com//zielony_srodek/ciecierzyca/losos_z_pasta_z_ciecierzycy/przepis.html,Łosoś w sezamie i oleju sezamowym z hummusem,szczypta soli morskiej,a pinch of sea salt
https://www.kwestiasmaku.com//zielony_srodek/ciecierzyca/hummus/przepis.html,Hummus,1 puszka ok. 400 g ciecierzycy*,1 can of approx. 400 g chickpea*
https://www.kwestiasmaku.com//zielony_srodek/ciecierzyca/hummus/przepis.html,Hummus,1 łyżeczka soku z cytryny,1 teaspoon lemon juice
https://www.kwestiasmaku.com//zielony_srodek/ciecierzyca/hummus/przepis.html,Hummus,1 mały ząbek czosnku,1 small garlic tooth
https://www.kwestiasmaku.com//zielony_srodek/ciecierzyca/hummus/przepis.html,Hummus,5 łyżek pasty sezamowej tahini (gotowej lub domowej),5 tablespoons of tahini sesame paste (ready or homemade)
https://www.kwestiasmaku.com//zielony_srodek/ciecierzyca/hummus/przepis.html,Hummus,1 łyżeczka mielonego kuminu (kminu rzymskiego),1 teaspoon of ground cumin (Roman cumin)
https://www.kwestiasmaku.com//zielony_srodek/ciecierzyca/hummus/przepis.html,Hummus,sól i pieprz,salt and pepper
https://www.kwestiasmaku.com//zielony_srodek/ciecierzyca/hummus/przepis.html,Hummus,1 łyżka oleju sezamowego lub oliwy extra vergine,1 spoon of sesame oil or extra vergine oil
https://www.kwestiasmaku.com//kuchnia_polska/wolowina/tatar/przepis.html,Tatar,"250 g wołowiny (polędwicy, ligawy), świeżej, sprawdzonej, z przeznaczeniem do spożycia na surowo","250 g beef (fish, ligaws), fresh, tested, for raw consumption"
https://www.kwestiasmaku.com//kuchnia_polska/wolowina/tatar/przepis.html,Tatar,1 łyżka oleju roślinnego,1 spoon of vegetable oil
https://www.kwestiasmaku.com//kuchnia_polska/wolowina/tatar/przepis.html,Tatar,"2 łyżki zimnej, przegotowanej wody","2 tablespoons cold, boiled water"
https://www.kwestiasmaku.com//kuchnia_polska/wolowina/tatar/przepis.html,Tatar,1 łyżka brandy lub Maggi (opcjonalnie),1 spoon of brandy or Maggi (optional)
https://www.kwestiasmaku.com//kuchnia_polska/wolowina/tatar/przepis.html,Tatar,sól i pieprz,salt and pepper
https://www.kwestiasmaku.com//kuchnia_polska/wolowina/tatar/przepis.html,Tatar,2 surowe żółtka,2 raw yolk
https://www.kwestiasmaku.com//kuchnia_polska/wolowina/tatar/przepis.html,Tatar,1 mała cebula biała lub czerwona,1 small white or red onions
https://www.kwestiasmaku.com//kuchnia_polska/wolowina/tatar/przepis.html,Tatar,2 ogórki kiszone,2 sauerkraut
https://www.kwestiasmaku.com//kuchnia_polska/wolowina/tatar/przepis.html,Tatar,1/2 szklanki marynowanych pieczarek lub grzybów leśnych,1/2 glasses of pickled mushrooms or forest mushrooms
https://www.kwestiasmaku.com//kuchnia_polska/wolowina/tatar/przepis.html,Tatar,2 łyżeczki musztardy,2 teaspoons mustard
https://www.kwestiasmaku.com//kuchnia_polska/wolowina/tatar/przepis.html,Tatar,"pieczywo, masło","bread, butter"
https://www.kwestiasmaku.com//kuchnia_polska/wolowina/tatar/przepis.html,Tatar,1 łyżka kaparów,1 spoonful of capers
https://www.kwestiasmaku.com//kuchnia_polska/wolowina/tatar/przepis.html,Tatar,2 fileciki anchois,2 filesiki anchovies
https://www.kwestiasmaku.com//kuchnia_polska/wolowina/tatar/przepis.html,Tatar,szczypiorek lub natka pietruszki,Chives or parsnips
https://www.kwestiasmaku.com//zielony_srodek/awokado/salatka_z_awokado_mozzarelli/przepis.html,Sałatka z awokado i mozzarellą,1 awokado,1 avocado
https://www.kwestiasmaku.com//zielony_srodek/awokado/salatka_z_awokado_mozzarelli/przepis.html,Sałatka z awokado i mozzarellą,sok z 1/4 cytryny,1/4 lemon juice
https://www.kwestiasmaku.com//zielony_srodek/awokado/salatka_z_awokado_mozzarelli/przepis.html,Sałatka z awokado i mozzarellą,sałata lodowa,Ice lettuce
https://www.kwestiasmaku.com//zielony_srodek/awokado/salatka_z_awokado_mozzarelli/przepis.html,Sałatka z awokado i mozzarellą,biała mozzarella w kulce,white mozzarella in the ball
https://www.kwestiasmaku.com//zielony_srodek/awokado/salatka_z_awokado_mozzarelli/przepis.html,Sałatka z awokado i mozzarellą,roszponka lub rukola,Raspberry or Rucola
https://www.kwestiasmaku.com//zielony_srodek/awokado/salatka_z_awokado_mozzarelli/przepis.html,Sałatka z awokado i mozzarellą,2 łyżki (30 ml) oliwy extra vergine,2 tablespoons (30 ml) extra vergine oil
https://www.kwestiasmaku.com//zielony_srodek/awokado/salatka_z_awokado_mozzarelli/przepis.html,Sałatka z awokado i mozzarellą,1 łyżka (15 ml) soku z cytryny,1 spoon (15 ml) lemon juice
https://www.kwestiasmaku.com//zielony_srodek/awokado/salatka_z_awokado_mozzarelli/przepis.html,Sałatka z awokado i mozzarellą,1/2 łyżeczki skórki cytrynowej,1/2 teaspoons lemon peel
https://www.kwestiasmaku.com//zielony_srodek/awokado/salatka_z_awokado_mozzarelli/przepis.html,Sałatka z awokado i mozzarellą,1/2 łyżeczki musztardy dijon,1/2 teaspoons Dijon mustard
https://www.kwestiasmaku.com//zielony_srodek/awokado/salatka_z_awokado_mozzarelli/przepis.html,Sałatka z awokado i mozzarellą,sól morska i świeżo zmielony czarny pieprz,sea salt and freshly ground black pepper
https://www.kwestiasmaku.com//desery/babka/babka_marmurkowa/przepis.html,Babka łaciata czekoladowo-cytrynowa,120 g miękkiego masła,120 g soft butter
https://www.kwestiasmaku.com//desery/babka/babka_marmurkowa/przepis.html,Babka łaciata czekoladowo-cytrynowa,100 g ciemnej gorzkiej czekolady,100 g dark bitter chocolate
https://www.kwestiasmaku.com//desery/babka/babka_marmurkowa/przepis.html,Babka łaciata czekoladowo-cytrynowa,drobno starta skórka z 1/2 cytryny (lub pomarańczy),finely cut peel with 1/2 lemon (or oranges)
https://www.kwestiasmaku.com//desery/babka/babka_marmurkowa/przepis.html,Babka łaciata czekoladowo-cytrynowa,125 ml mleka,125 ml milk
https://www.kwestiasmaku.com//desery/babka/babka_marmurkowa/przepis.html,Babka łaciata czekoladowo-cytrynowa,80 ml śmietany (kwaśnej 12% lub 18%),80 ml cream (sour 12% or 18%)
https://www.kwestiasmaku.com//desery/babka/babka_marmurkowa/przepis.html,Babka łaciata czekoladowo-cytrynowa,230 g mąki pszennej (np. tortowej),230 g wheat flour (e.g. cake)
https://www.kwestiasmaku.com//desery/babka/babka_marmurkowa/przepis.html,Babka łaciata czekoladowo-cytrynowa,"1,5 łyżeczki proszku do pieczenia",1.5 teaspoons baking powder
https://www.kwestiasmaku.com//desery/babka/babka_marmurkowa/przepis.html,Babka łaciata czekoladowo-cytrynowa,2 jajka,2 eggs
https://www.kwestiasmaku.com//desery/babka/babka_marmurkowa/przepis.html,Babka łaciata czekoladowo-cytrynowa,170 g drobnego cukru,170 g of fine sugar
https://www.kwestiasmaku.com//pasta/makaron_muszle/makaron_muszle_z_grillowanymi_warzywami/przepis.html,Muszle nadziewane grillowanymi warzywami i mozzarellą,14 muszli makaronowych,14 pasta shells
https://www.kwestiasmaku.com//pasta/makaron_muszle/makaron_muszle_z_grillowanymi_warzywami/przepis.html,Muszle nadziewane grillowanymi warzywami i mozzarellą,1/2 czerwonej papryki,1/2 red peppers
https://www.kwestiasmaku.com//pasta/makaron_muszle/makaron_muszle_z_grillowanymi_warzywami/przepis.html,Muszle nadziewane grillowanymi warzywami i mozzarellą,1/2 żółtej papryki,1/2 yellow peppers
https://www.kwestiasmaku.com//pasta/makaron_muszle/makaron_muszle_z_grillowanymi_warzywami/przepis.html,Muszle nadziewane grillowanymi warzywami i mozzarellą,1 cm plaster cebuli,1 cm onion patch
